        0.78        0.59   -0.438415 0.000711122
        0.78       0.591   -0.437635 0.000823844
        0.78       0.592   -0.438698 0.000757644
        0.78       0.593   -0.438571 0.000640517
        0.78       0.594   -0.439135 0.000712506
        0.78       0.595   -0.440973 0.000682608
        0.78       0.596   -0.440434 0.000744477
        0.78       0.597   -0.440198 0.000673244
        0.78       0.598   -0.439395 0.000839594
        0.78       0.599   -0.442006  0.00078779
        0.78         0.6   -0.441352 0.000787713
        0.78       0.601   -0.440874 0.000788467
        0.78       0.602   -0.441187 0.000733588
        0.78       0.603   -0.440088 0.000747719
        0.78       0.604   -0.441088  0.00066656
        0.78       0.605   -0.440688 0.000676064
        0.78       0.606   -0.441037 0.000705789
        0.78       0.607   -0.442318 0.000832994
        0.78       0.608   -0.444257 0.000701657
        0.78       0.609   -0.441829 0.000681226
        0.78        0.61   -0.441481 0.000761797
        0.78       0.611   -0.443056 0.000691508
        0.78       0.612   -0.442891 0.000800014
        0.78       0.613   -0.444036 0.000794332
        0.78       0.614   -0.442516 0.000761991
        0.78       0.615   -0.441686 0.000768538
        0.78       0.616   -0.442192 0.000738132
        0.78       0.617    -0.44468  0.00072947
        0.78       0.618   -0.442218 0.000746679
        0.78       0.619   -0.442434 0.000765242
        0.78        0.62   -0.442076 0.000850185
        0.78       0.621   -0.443266 0.000763364
        0.78       0.622    -0.44226 0.000766126
        0.78       0.623   -0.442106 0.000836318
        0.78       0.624   -0.442634 0.000785286
        0.78       0.625   -0.444372 0.000791086
        0.78       0.626   -0.442164 0.000931272
        0.78       0.627   -0.441762 0.000799047
        0.78       0.628   -0.442443 0.000840114
        0.78       0.629   -0.441338  0.00071659
        0.78        0.63   -0.441666 0.000821053
       0.781        0.59   -0.436482 0.000856371
       0.781       0.591   -0.436889 0.000846512
       0.781       0.592   -0.439719 0.000716017
       0.781       0.593   -0.438946 0.000745758
       0.781       0.594   -0.438708 0.000727698
       0.781       0.595   -0.439411 0.000703547
       0.781       0.596   -0.440069 0.000782198
       0.781       0.597    -0.44029 0.000677422
       0.781       0.598   -0.440789 0.000738028
       0.781       0.599   -0.441565   0.0006397
       0.781         0.6   -0.439683  0.00079353
       0.781       0.601   -0.440191 0.000780232
       0.781       0.602   -0.440516 0.000695209
       0.781       0.603    -0.44135 0.000775785
       0.781       0.604    -0.44198 0.000665689
       0.781       0.605   -0.443064 0.000630111
       0.781       0.606    -0.44335 0.000667063
       0.781       0.607   -0.441609 0.000799299
       0.781       0.608   -0.442686 0.000847724
       0.781       0.609    -0.44245 0.000668978
       0.781        0.61   -0.442748 0.000748989
       0.781       0.611   -0.441777 0.000777106
       0.781       0.612   -0.442121 0.000711905
       0.781       0.613   -0.443626 0.000804395
       0.781       0.614   -0.443647  0.00076456
       0.781       0.615   -0.442237 0.000767647
       0.781       0.616    -0.44403 0.000836398
       0.781       0.617   -0.441022 0.000883953
       0.781       0.618   -0.442791 0.000840297
       0.781       0.619   -0.443962 0.000725766
       0.781        0.62   -0.444013 0.000705553
       0.781       0.621     -0.4432 0.000742678
       0.781       0.622   -0.442673 0.000782198
       0.781       0.623   -0.442233 0.000742377
       0.781       0.624   -0.442729 0.000829956
       0.781       0.625   -0.442405 0.000817558
       0.781       0.626   -0.443022  0.00066981
       0.781       0.627   -0.441606 0.000756721
       0.781       0.628   -0.443027 0.000815258
       0.781       0.629   -0.442904 0.000858866
       0.781        0.63   -0.442297 0.000881909
       0.782        0.59   -0.438529 0.000715221
       0.782       0.591   -0.439027 0.000884639
       0.782       0.592   -0.438742 0.000803004
       0.782       0.593   -0.439282 0.000710192
       0.782       0.594     -0.4395 0.000707421
       0.782       0.595    -0.43942 0.000717618
       0.782       0.596   -0.441168 0.000720988
       0.782       0.597    -0.44067 0.000728438
       0.782       0.598   -0.441062 0.000723545
       0.782       0.599   -0.441654 0.000655422
       0.782         0.6   -0.440417 0.000607605
       0.782       0.601   -0.442588 0.000742412
       0.782       0.602   -0.442119 0.000736364
       0.782       0.603   -0.442546 0.000756787
       0.782       0.604   -0.441805 0.000711789
       0.782       0.605   -0.442651 0.000704643
       0.782       0.606    -0.44118 0.000835233
       0.782       0.607   -0.442919 0.000660709
       0.782       0.608   -0.442321 0.000761379
       0.782       0.609   -0.442045 0.000740875
       0.782        0.61   -0.442905 0.000782132
       0.782       0.611   -0.443941 0.000816849
       0.782       0.612   -0.442433 0.000730296
       0.782       0.613   -0.441925 0.000852458
       0.782       0.614   -0.444062 0.000754184
       0.782       0.615   -0.443402 0.000785367
       0.782       0.616   -0.444209 0.000754385
       0.782       0.617   -0.443001 0.000748157
       0.782       0.618   -0.443405 0.000782948
       0.782       0.619   -0.442679 0.000703469
       0.782        0.62   -0.442969  0.00084453
       0.782       0.621   -0.443066 0.000708024
       0.782       0.622   -0.442812 0.000807257
       0.782       0.623    -0.44239 0.000731071
       0.782       0.624    -0.44338 0.000846084
       0.782       0.625   -0.441549  0.00101127
       0.782       0.626   -0.442365 0.000690542
       0.782       0.627   -0.442489 0.000784285
       0.782       0.628   -0.442666   0.0008353
       0.782       0.629   -0.442281 0.000716367
       0.782        0.63   -0.443103 0.000731775
       0.783        0.59   -0.436501 0.000761345
       0.783       0.591   -0.437549 0.000816164
       0.783       0.592   -0.438938 0.000757636
       0.783       0.593   -0.439355 0.000768521
       0.783       0.594   -0.438774    0.000701
       0.783       0.595   -0.439722 0.000716845
       0.783       0.596   -0.439267 0.000758474
       0.783       0.597   -0.439682 0.000746314
       0.783       0.598   -0.441229 0.000826522
       0.783       0.599   -0.440523 0.000730526
       0.783         0.6   -0.441432 0.000684952
       0.783       0.601   -0.441447 0.000698228
       0.783       0.602   -0.442039 0.000736841
       0.783       0.603   -0.441698  0.00073643
       0.783       0.604   -0.440922  0.00071568
       0.783       0.605   -0.443217 0.000743372
       0.783       0.606   -0.442686 0.000793535
       0.783       0.607   -0.442439 0.000810997
       0.783       0.608   -0.442608 0.000730411
       0.783       0.609   -0.441923 0.000754747
       0.783        0.61   -0.441757  0.00067688
       0.783       0.611   -0.442675 0.000748781
       0.783       0.612   -0.443018 0.000752785
       0.783       0.613   -0.442665 0.000770199
       0.783       0.614   -0.443789 0.000624666
       0.783       0.615   -0.442685 0.000767291
       0.783       0.616   -0.443832 0.000714913
       0.783       0.617   -0.442915     0.00078
       0.783       0.618   -0.443009 0.000814762
       0.783       0.619   -0.444042 0.000891119
