           1     16.7596     16.7596           0
           2     17.3847     17.0722    0.312503
           3     17.0908     17.0784    0.180531
           4     17.7147     17.2374    0.203959
           5     16.8635     17.1626    0.174798
           6     16.9708     17.1307    0.146262
           7      17.332     17.1594    0.126915
           8     17.8119      17.241    0.136866
           9     16.0983      17.114    0.175186
          10     17.4864     17.1513    0.161056
          11     18.1794     17.2447    0.173085
          12      17.832     17.2937    0.165411
          13     17.3452     17.2976    0.152207
          14     18.1323     17.3573    0.153011
          15     16.9565     17.3305    0.144929
          16     17.6505     17.3505    0.137036
          17     17.1746     17.3402    0.129138
          18     18.0582     17.3801     0.12812
          19     17.2127     17.3713    0.121509
          20     17.3303     17.3692    0.115292
          21     17.4735     17.3742    0.109777
          22     17.5837     17.3837    0.105101
          23     17.6631     17.3958    0.101159
          24     17.0158       17.38   0.0981382
          25     17.6008     17.3888   0.0945443
          26     16.6532     17.3606   0.0951394
          27     17.1157     17.3515   0.0919961
          28     18.4258     17.3899   0.0965959
          29     17.7867     17.4035   0.0942049
          30     17.1613     17.3955    0.091368
          31      17.417     17.3962   0.0883742
          32     17.1836     17.3895   0.0858254
          33     16.3609     17.3583    0.088832
          34     16.6998      17.339   0.0883294
          35     17.4328     17.3417   0.0858105
          36      17.969     17.3591   0.0851943
          37     16.8475     17.3453   0.0840056
          38     19.3914     17.3991   0.0979024
          39     17.1907     17.3938   0.0955087
          40     17.5404     17.3974   0.0931625
          41     18.6016     17.4268   0.0954904
          42     16.7956     17.4118   0.0943932
          43     17.1417     17.4055   0.0923855
          44     17.2414     17.4018   0.0903385
          45     17.5873     17.4059   0.0884044
          46     17.1289     17.3999   0.0866707
          47     17.2573     17.3968   0.0848608
          48     17.2953     17.3947    0.083101
          49     16.5431     17.3773   0.0832223
          50     16.6401     17.3626   0.0828631
          51     16.1839     17.3395   0.0844462
          52     16.8977      17.331   0.0832409
          53     17.5629     17.3354   0.0817724
          54      17.405     17.3366   0.0802541
          55     17.1037     17.3324   0.0788952
          56     17.7685     17.3402    0.077864
          57     17.4639     17.3424   0.0765165
          58     17.2551     17.3409   0.0752007
          59     16.9435     17.3341   0.0742213
          60     17.3975     17.3352   0.0729814
          61      17.467     17.3373   0.0718076
          62     17.4974     17.3399    0.070687
          63       16.68     17.3294   0.0703403
          64     17.9438      17.339   0.0698948
          65     16.5324     17.3266   0.0699212
          66     16.3294     17.3115    0.070492
          67     16.6174     17.3012   0.0702007
          68      17.823     17.3088    0.069585
          69     17.6309     17.3135   0.0687277
          70     17.7371     17.3196   0.0680085
          71     18.5025     17.3362    0.069083
          72     17.3628     17.3366   0.0681178
          73     18.4718     17.3521   0.0689546
          74      18.533     17.3681   0.0698632
          75     16.8844     17.3616   0.0692266
          76     16.8449     17.3548   0.0686471
          77     17.7219     17.3596   0.0679173
          78     17.3242     17.3592   0.0670424
          79     17.8017     17.3648    0.066425
          80     17.0934     17.3614   0.0656771
          81     17.3971     17.3618   0.0648627
          82     17.0947     17.3586   0.0641495
          83     17.8475     17.3644   0.0636452
          84     17.3041     17.3637   0.0628871
          85     17.5136     17.3655   0.0621678
          86     17.1166     17.3626   0.0615088
          87     17.0406     17.3589   0.0609102
          88     17.0841     17.3558    0.060295
          89     17.1484     17.3534   0.0596592
          90     17.1243     17.3509   0.0590476
          91     17.4742     17.3523   0.0584108
          92     17.7487     17.3566   0.0579329
          93     18.5423     17.3693   0.0587077
          94     17.9154     17.3751   0.0583696
          95     17.3685     17.3751   0.0577519
          96     17.3319     17.3746   0.0571489
          97      18.069     17.3818   0.0570079
          98     17.7714     17.3857   0.0565631
          99     16.7602     17.3794   0.0563443
         100     17.7534     17.3832   0.0559032
